"text","text_en","cmp_code","eu_code"
"and press China to play by the rules.",NA,"104",NA
"We will stand up to Beijing on unfair trade practices, currency manipulation, censorship of the internet, piracy, and cyberattacks.",NA,"407",NA
"And we will look for areas of cooperation, including on combatting climate change and nuclear proliferation.",NA,"107",NA
"We will promote greater respect for human rights, including the rights of Tibetans.",NA,"201.2",NA
"We are committed to a “One China” policy and the Taiwan Relations Act and will continue to support a peaceful resolution of Cross-Strait issues that is consistent with the wishes and best interests of the people of Taiwan.",NA,"106",NA
"Middle East",NA,"H",NA
"In the Middle East, Democrats will push for more inclusive governance in Iraq and Syria that respects the equal rights of all citizens;",NA,"201.2",NA
"provide support and security for Lebanon and Jordan, two countries that are hosting a disproportionate number of refugees;",NA,"104",NA
"maintain our robust security cooperation with Gulf countries;",NA,"104",NA
"and stand by the people of the region as they seek greater economic opportunity and freedom.",NA,"107",NA
"A strong and secure Israel is vital to the United States because we share overarching strategic interests and the common values of democracy, equality, tolerance, and pluralism.",NA,"101",NA
"That is why we will always support Israel’s right to defend itself, including by retaining its qualitative military edge,",NA,"101",NA
"and oppose any effort to delegitimize Israel, including at the United Nations or through the Boycott, Divestment, and Sanctions Movement.",NA,"101",NA
"We will continue to work toward a two-state solution of the Israeli-Palestinian conflict negotiated directly by the parties that guarantees Israel’s future as a secure and democratic Jewish state with recognized borders",NA,"106",NA
"and provides the Palestinians with independence, sovereignty, and dignity.",NA,"201.2",NA
"While Jerusalem is a matter for final status negotiations, it should remain the capital of Israel, an undivided city accessible to people of all faiths.",NA,"101",NA
"Israelis deserve security, recognition, and a normal life free from terror and incitement.",NA,"101",NA
"Palestinians should be free to govern themselves in their own viable state,",NA,"202.1",NA
"in peace and dignity.",NA,"201.1",NA
"Europe",NA,"H",NA
"Europe remains America’s indispensable partner and a cornerstone of global security.",NA,"107",NA
"Democrats will stand with our European allies and partners to deter Russian aggression,",NA,"107",NA
"address security challenges to Europe’s south,",NA,"107",NA
"and deal with unprecedented economic and social challenges.",NA,"107",NA
"We will maintain our steadfast commitment to the special relationship with United Kingdom",NA,"101",NA
"and the transatlantic partnership with the European Union.",NA,"107",NA
"We will seek to strengthen our strategic partnership with Turkey while pushing for reforms,",NA,"107",NA
"end the division of Cyprus,",NA,"106",NA
"and continue to support a close relationship with states that seek to strengthen their ties to NATO and Europe, such as Georgia and Ukraine.",NA,"107",NA
"We reject Donald Trump’s threats to abandon our European and NATO allies,",NA,"107",NA
"all while he praises Putin.",NA,"107",NA
"When the United States was attacked on September 11, 2001, our NATO allies invoked Article 5 of the North Atlantic Treaty, stating that an attack against one is an attack against all—for the first and only time in its history.",NA,"107",NA
"Our NATO allies fought alongside us in Afghanistan and are still there today.",NA,"107",NA
"We will maintain our Article 5 collective security commitments to NATO because we are stronger when we have our allies at our side.",NA,"107",NA
"And we will continue to push NATO members to contribute their fair share.",NA,"107",NA
"Americas",NA,"H",NA
"The Americas are a region of singular strategic, economic, and cultural importance and opportunity for the United States.",NA,"107",NA
"Democrats reject Donald Trump’s proposal to build a wall on our southern border",NA,"305.2",NA
"and alienate Mexico, a valuable partner.",NA,"107",NA
"We will instead embrace our neighbors and pursue strong, fruitful partnerships across the region, from Canada to Latin America and the Caribbean.",NA,"107",NA
"We will bolster democratic institutions,",NA,"201.1",NA
"promote economic opportunity and prosperity,",NA,"104",NA
"and tackle the rise of drugs, transnational crime, and corruption.",NA,"605.1",NA
"We will strengthen the U.S.-Caribbean regional relationship through economic development",NA,"107",NA
"and comprehensive immigration reform.",NA,"602.2",NA
"And we will build on our long-term commitment to Colombia and work with Central American countries to stabilize the Northern Triangle.",NA,"107",NA
"In Cuba, we will build on President Obama’s historic opening and end the travel ban and embargo.",NA,"101",NA
"We will also stand by the Cuban people and support their ability to decide their own future",NA,"202.1",NA
"and to enjoy the same human rights and freedoms that people everywhere deserve.",NA,"201.2",NA
"In Venezuela, we will push the government to respect human rights",NA,"201.2",NA
"and respond to the will of its people.",NA,"202.1",NA
"And in Haiti, we will support local and international efforts to bolster the country’s democratic institutions",NA,"202.1",NA
"and economic development.",NA,"410",NA
"We will also help more Haitians take advantage of Temporary Protected Status.",NA,"602.2",NA
"Finally, we will close the School of the Americas, now known as the Western Hemisphere Institute for Security Cooperation, because we believe that military and police forces should support democracy, not subvert it.",NA,"202.1",NA
"Africa",NA,"H",NA
"Africa is home to many of the fastest growing economies in the world.",NA,"410",NA
"Democrats will strengthen our partnership and collaboration with the African Union,",NA,"107",NA
"emphasizing trade while increasing development assistance to bolster the continent’s domestic economies.",NA,"107",NA
"We will engage our African partners on the full range of global challenges and opportunities,",NA,"107",NA
"and we will continue to strengthen democratic institutions and human rights,",NA,"202.1",NA
"fair trade and investment, development,",NA,"107",NA
"and global health.",NA,"107",NA
"We will help our African partners improve their capacity to respond to crises and protect citizens,",NA,"107",NA
"especially women and girls.",NA,"503",NA
"And we will work to end the reign of terror promulgated by Boko Haram, al-Shabaab, AQIM, and ISIS.",NA,"104",NA
"Democrats applaud President Obama’s National Strategy for Combating Wildlife Trafficking, and his commitment to preserving the earth’s natural beauty for future generations.",NA,"501",NA
"Democrats support science-based management of iconic wildlife in Africa, including stronger regulations banning the importation into the United States of hunting trophies that are not supported by current science-based evidence and are related to or funded by non-scientific special interests.",NA,"501",NA
"Global Economy and Institutions",NA,"H",NA
